id_pdc_local;statut_pdc;arrondissement;id_station_local;id_station_itinerance;nom_station;code_insee_commune;implantation_station;nbre_pdc;date_maj;condition_acces;adresse_station;coordonneesxy;gratuit;paiement_acte;paiement_cb;paiement_autre;reservation;observations;num_pdl;siren_amenageur;contact_amenageur;nom_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;tarification;id_pdc_itinerance;date_mise_en_service;accessibilite_pmr;restriction_gabarit;station_deux_roues;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;prise_type_3;horaires;raccordement
FR*V75*EPX18*01*3;En service;18e Arrondissement;FR*V75*PPX18*01;FRV75PPX1801;Paris | Rue Fernand Labori  1;75118;Voirie;7;2024-07-01;Accès libre;1 Rue Fernand Labori 75018 Paris;48.898304, 2.3423252;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7546888469778;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX18013;2021-07-13T12:42:10+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX16*03*3;En service;16e Arrondissement;FR*V75*PPX16*03;FRV75PPX1603;Paris | Rue des Eaux  2;75116;Voirie;6;2024-07-01;Accès libre;2 Rue des Eaux 75016 Paris;48.85666, 2.2856026;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7451085282221;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16033;2021-11-09T11:00:23+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX15*13*2;En service;15e Arrondissement;FR*V75*PPX15*13;FRV75PPX1513;Paris | Rue Cotentin 29;75115;Voirie;7;2024-07-01;Accès libre;29 Rue Cotentin 75015 Paris;48.838547, 2.312675;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7495224211946;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15132;2022-01-21T14:32:57+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX15*13*3;En service;15e Arrondissement;FR*V75*PPX15*13;FRV75PPX1513;Paris | Rue Cotentin 29;75115;Voirie;7;2024-07-01;Accès libre;29 Rue Cotentin 75015 Paris;48.838547, 2.312675;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7495224211946;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15133;2022-01-21T14:33:22+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX15*17*6;En service;15e Arrondissement;FR*V75*PPX15*17;FRV75PPX1517;Paris | Avenue de Suffren 112;75115;Voirie;6;2024-07-01;Accès libre;112 Avenue de Suffren 75015 Paris;48.848923, 2.3045475;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7458755326326;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15176;2021-07-09T06:35:06+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX15*17*4;En service;15e Arrondissement;FR*V75*PPX15*17;FRV75PPX1517;Paris | Avenue de Suffren 112;75115;Voirie;6;2024-07-01;Accès libre;112 Avenue de Suffren 75015 Paris;48.848923, 2.3045475;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7458755326326;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15174;2021-07-09T06:34:47+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX16*05*1;En service;16e Arrondissement;FR*V75*PPX16*05;FRV75PPX1605;Paris | Avenue de Versailles 112;75116;Voirie;6;2024-07-01;Accès libre;112 Avenue de Versailles 75016 Paris;48.843792, 2.2698932;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7433574429280;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16051;2021-07-22T15:14:27+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX16*06*4;En service;16e Arrondissement;FR*V75*PPX16*06;FRV75PPX1606;Paris | Avenue d'Iéna  63;75116;Voirie;6;2024-07-01;Accès libre;63 Avenue d'Iéna 75016 Paris;48.87133, 2.295196;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7407669942896;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16064;2021-07-07T08:22:26+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX16*07*6;En service;16e Arrondissement;FR*V75*PPX16*07;FRV75PPX1607;Paris | square Tolstoï 2;75116;Voirie;6;2024-07-01;Accès libre;2 square Tolstoï 75016 Paris;48.8531, 2.261698;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7438639551428;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16076;2021-07-22T15:34:52+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX07*07*2;En service;07e Arrondissement;FR*V75*PPX07*07;FRV75PPX0707;Paris | Boulevard de la Tour-Maubourg 76;75107;Voirie;6;2024-07-01;Accès libre;76 Boulevard de la Tour-Maubourg 75007 Paris;48.856014, 2.3097644;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7427785716456;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX07072;2021-07-13T14:38:56+00:00;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX20*06*2;En service;20e Arrondissement;FR*V75*PPX20*06;FRV75PPX2006;Paris | Rue Julien Lacroix 39;75120;Voirie;6;2024-07-01;Accès libre;39 Rue Julien Lacroix 75020 Paris;48.86986, 2.38494;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7221273409414;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20062;2021-07-07T09:11:08+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX17*05*3;En service;17e Arrondissement;FR*V75*PPX17*05;FRV75PPX1705;Paris | Rue de la Jonquière 66;75117;Voirie;4;2024-07-01;Accès libre;66 Rue de la Jonquière 75017 Paris;48.894165, 2.3211582;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7548625082591;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17053;2021-07-13T12:11:45+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX19*03*4;En service;19e Arrondissement;FR*V75*PPX19*03;FRV75PPX1903;Paris | Rue Jacques Duchesne 1;75119;Voirie;6;2024-07-01;Accès libre;1 Rue Jacques Duchesne 75019 Paris;48.898933, 2.3740363;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7549927542337;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX19034;2021-07-13T13:11:21+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX19*04*3;En service;19e Arrondissement;FR*V75*PPX19*04;FRV75PPX1904;Paris | Boulevard Sérurier 60;75119;Voirie;5;2024-07-01;Accès libre;60 Boulevard Sérurier 75019 Paris;48.88101, 2.3978;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7285238677370;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX19043;2021-07-22T11:22:30+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX09*04*1;En service;09e Arrondissement;FR*V75*PPX09*04;FRV75PPX0904;Paris | Rue Victor Massé 35;75109;Voirie;5;2024-07-01;Accès libre;35 Rue Victor Massé 75009 Paris;48.88109, 2.336666;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7114471703073;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX09041;2021-07-21T00:00:00+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX01*05*4;En service;Paris centre;FR*V75*PPX01*05;FRV75PPX0105;Paris | Rue des Croix des Petits Champs 4;75101;Voirie;4;2024-07-01;Accès libre;4 Rue des Croix des Petits Champs 75001 Paris;48.862465, 2.3393006;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7134298042780;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX01054;2021-09-21T13:32:15+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX03*03*3;En service;Paris centre;FR*V75*PPX03*03;FRV75PPX0303;Paris | Boulevard Beaumarchais 87;75103;Voirie;6;2024-07-01;Accès libre;87 Boulevard Beaumarchais 75003 Paris;48.858967, 2.36738;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7116208317412;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX03033;2022-04-22T12:45:04+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX04*06*4;En service;Paris centre;FR*V75*PPX04*06;FRV75PPX0406;Paris | Quai du Marché Neuf 8;75104;Voirie;6;2024-07-01;Accès libre;8 Quai du Marché Neuf 75004 Paris;48.8542, 2.345341;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7392764016590;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX04064;2021-08-17T09:57:29+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX08*09*2;En service;08e Arrondissement;FR*V75*PPX08*09;FRV75PPX0809;Paris | Rue Francois 1er 7;75108;Voirie;7;2024-07-01;Accès libre;7 Rue Francois 1er 75008 Paris;48.865772, 2.308419;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7452532460733;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX08092;2021-08-19T08:34:44+00:00;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX08*09*5;En service;08e Arrondissement;FR*V75*PPX08*09;FRV75PPX0809;Paris | Rue Francois 1er 7;75108;Voirie;7;2024-07-01;Accès libre;7 Rue Francois 1er 75008 Paris;48.865772, 2.308419;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7452532460733;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX08095;2021-08-19T00:00:00+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX08*11*1;En service;08e Arrondissement;FR*V75*PPX08*11;FRV75PPX0811;Paris | Rue la Boétie 37;75108;Voirie;6;2024-07-01;Accès libre;37 Rue la Boétie 75008 Paris;48.8737, 2.314663;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7591750987593;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX08111;2021-09-14T14:21:33+00:00;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX08*14*4;En service;08e Arrondissement;FR*V75*PPX08*14;FRV75PPX0814;Paris | Avenue George V 44;75108;Voirie;6;2024-07-01;Accès libre;44 Avenue George V 75008 Paris;48.87057, 2.301121;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7407814660788;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX08144;2021-09-21T13:11:00+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX10*05*1;En service;10e Arrondissement;FR*V75*PPX10*05;FRV75PPX1005;Paris | Rue Beaurepaire 31;75110;Voirie;6;2024-07-01;Accès libre;31 Rue Beaurepaire 75010 Paris;48.87119, 2.364206;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7172214106361;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX10051;2021-08-17T09:41:28+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX09*06*2;En service;09e Arrondissement;FR*V75*PPX09*06;FRV75PPX0906;Paris | Rue du conservatoire 13;75109;Voirie;6;2024-07-01;Accès libre;13 Rue du conservatoire 75009 Paris;48.87359, 2.3466527;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7125036102430;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX09062;2021-08-17T09:54:59+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX10*08*4;En service;10e Arrondissement;FR*V75*PPX10*08;FRV75PPX1008;Paris | Rue de Metz 6;75110;Voirie;4;2024-07-01;Accès libre;6 Rue de Metz 75010 Paris;48.87081, 2.354076;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7194211211905;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX10084;2021-08-17T09:49:14+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX11*12*5;En service;11e Arrondissement;FR*V75*PPX11*12;FRV75PPX1112;Paris | Bis Avenue Parmentier 125;75111;Voirie;6;2024-07-01;Accès libre;125 Bis Avenue Parmentier 75011 Paris;48.86908, 2.371679;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7203473120009;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX11125;2021-08-26T10:20:20+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX13*10*2;En service;13e Arrondissement;FR*V75*PPX13*10;FRV75PPX1310;Paris | Rue Fernand Braudel 21;75113;Voirie;4;2024-07-01;Accès libre;21 Rue Fernand Braudel 75013 Paris;48.83623, 2.3724644;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7383212641627;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13102;2021-10-06T15:34:17+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX19*07*6;En service;19e Arrondissement;FR*V75*PPX19*07;FRV75PPX1907;Paris |  Rue Botzaris 50;75119;Voirie;7;2024-07-01;Accès libre;50 Rue Botzaris 75019 Paris;48.8792, 2.3839;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7276555609012;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX19076;2021-08-26T13:54:37+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX15*26*2;En service;15e Arrondissement;FR*V75*PPX15*26;FRV75PPX1526;Paris |  Avenue Émile Zola 143;75115;Voirie;6;2024-07-01;Accès libre;143 Avenue Émile Zola 75015 Paris;48.8472, 2.2953;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7434008581204;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15262;2021-09-07T10:12:31+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX20*09*6;En service;20e Arrondissement;FR*V75*PPX20*09;FRV75PPX2009;Paris | Rue Guébriant 6;75120;Voirie;6;2024-07-08;Accès libre;6 Rue Guébriant 75020 Paris;48.8731, 2.4092;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7232561398064;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20096;2021-09-01T08:00:06+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX15*24*4;En service;15e Arrondissement;FR*V75*PPX15*24;FRV75PPX1524;Paris | Boulevard de Grenelle 139;75115;Voirie;6;2024-07-01;Accès libre;139 Boulevard de Grenelle 75015 Paris;48.8483, 2.301;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7467293676489;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15244;2021-11-16T16:16:24+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX15*24*6;En service;15e Arrondissement;FR*V75*PPX15*24;FRV75PPX1524;Paris | Boulevard de Grenelle 139;75115;Voirie;6;2024-07-01;Accès libre;139 Boulevard de Grenelle 75015 Paris;48.8483, 2.301;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7467293676489;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15246;2021-11-16T16:18:07+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX16*13*3;En service;16e Arrondissement;FR*V75*PPX16*13;FRV75PPX1613;Paris |  Avenue de Malakoff 115;75116;Voirie;6;2024-07-01;Accès libre;115 Avenue de Malakoff 75016 Paris;48.8735, 2.2843;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7413169218442;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16133;2021-09-14T00:00:00+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX16*16*4;En service;16e Arrondissement;FR*V75*PPX16*16;FRV75PPX1616;Paris | Avenue Georges Mandel 1;75116;Voirie;6;2024-07-01;Accès libre;1 Avenue Georges Mandel 75016 Paris;48.863, 2.2858;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7419392084718;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16164;2021-09-07T10:29:34+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX20*10*2;En service;20e Arrondissement;FR*V75*PPX20*10;FRV75PPX2010;Paris | Rue des Couronnes 2;75120;Voirie;5;2024-07-01;Accès libre;2 Rue des Couronnes 75020 Paris;48.8692, 2.3809;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7233429703666;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20102;2021-09-14T15:45:09+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX17*06*1;En service;18e Arrondissement;FR*V75*PPX17*06;FRV75PPX1706;Paris | Rue Navier 1;75117;Voirie;5;2024-07-01;Accès libre;1 Rue Navier 75017 Paris;48.8955, 2.3283;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7514326965058;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17061;2021-09-07T09:42:06+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX17*06*2;En service;18e Arrondissement;FR*V75*PPX17*06;FRV75PPX1706;Paris | Rue Navier 1;75117;Voirie;5;2024-07-01;Accès libre;1 Rue Navier 75017 Paris;48.8955, 2.3283;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7514326965058;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17062;2021-09-07T09:42:10+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX18*10*2;En service;18e Arrondissement;FR*V75*PPX18*10;FRV75PPX1810;Paris | Boulevard de Clichy 2;75118;Voirie;5;2024-07-01;Accès libre;2 Boulevard de Clichy 75018 Paris;48.8823, 2.3395;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7548190930366;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX18102;2021-09-14T14:17:52+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX19*09*3;En service;19e Arrondissement;FR*V75*PPX19*09;FRV75PPX1909;Paris | Rue de Botzaris 16;75119;Voirie;6;2024-07-01;Accès libre;16 Rue de Botzaris 75019 Paris;48.8769, 2.3812;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7288567186512;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX19093;2021-09-14T15:41:57+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX20*12*5;En service;20e Arrondissement;FR*V75*PPX20*12;FRV75PPX2012;Paris | Boulevard de Charonne 52;75120;Voirie;6;2024-07-01;Accès libre;52 Boulevard de Charonne 75020 Paris;48.8519, 2.3982;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7204196709059;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20125;2021-09-29T10:14:22+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
